Time,Temp C,well,value,rna,conc_stock,vol_nL,conc,date,systems
0.0016666666666666668,37.0,B20,66,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.051666666666666666,37.0,B20,111,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.10166666666666667,37.0,B20,227,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.15166666666666667,37.0,B20,191,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.20166666666666666,37.0,B20,146,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.25166666666666665,37.0,B20,139,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.3016666666666667,37.0,B20,115,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.3516666666666667,37.0,B20,233,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.40166666666666667,37.0,B20,163,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.45166666666666666,37.0,B20,131,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.5016666666666667,37.0,B20,190,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.5516666666666666,37.0,B20,172,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.6016666666666667,37.0,B20,140,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.6516666666666666,37.0,B20,154,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.7016666666666667,37.0,B20,146,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.7516666666666667,37.0,B20,173,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.8016666666666666,37.0,B20,75,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.8516666666666667,37.0,B20,129,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.9016666666666666,37.0,B20,37,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.9516666666666667,37.0,B20,88,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.0016666666666667,37.0,B20,68,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.0516666666666667,37.0,B20,102,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.1016666666666666,37.0,B20,37,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.1516666666666666,36.9,B20,106,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.2016666666666667,37.0,B20,108,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.2516666666666667,37.0,B20,137,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.3016666666666667,37.0,B20,74,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.3516666666666666,37.0,B20,153,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.4016666666666666,37.0,B20,109,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.4516666666666667,37.0,B20,98,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.5016666666666667,37.0,B20,285,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.5516666666666667,37.0,B20,131,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.6016666666666666,37.0,B20,130,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.6516666666666666,37.0,B20,175,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.7016666666666667,37.0,B20,123,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.7516666666666667,37.0,B20,16,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.8016666666666667,37.0,B20,37,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.8516666666666666,37.0,B20,104,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.9016666666666666,37.0,B20,233,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.9516666666666667,37.0,B20,96,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.0016666666666665,37.0,B20,210,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.0516666666666667,37.0,B20,125,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.1016666666666666,37.0,B20,107,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.151666666666667,37.0,B20,73,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.2016666666666667,37.0,B20,199,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.2516666666666665,37.0,B20,187,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.3016666666666667,37.0,B20,94,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.3516666666666666,37.0,B20,79,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.401666666666667,37.1,B20,99,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.4516666666666667,37.0,B20,39,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.5016666666666665,37.0,B20,134,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.5516666666666667,37.0,B20,196,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.6016666666666666,37.0,B20,167,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.651666666666667,37.0,B20,46,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.7016666666666667,37.0,B20,222,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.7516666666666665,37.0,B20,126,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.8016666666666667,37.0,B20,110,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.8516666666666666,37.1,B20,155,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.901666666666667,37.0,B20,143,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.9516666666666667,37.0,B20,85,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.0016666666666665,37.0,B20,132,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.0516666666666667,37.0,B20,69,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.1016666666666666,37.0,B20,136,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.151666666666667,37.0,B20,222,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.2016666666666667,37.0,B20,91,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.2516666666666665,37.0,B20,259,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.3016666666666667,37.0,B20,206,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.3516666666666666,37.0,B20,253,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.401666666666667,37.0,B20,111,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.4516666666666667,37.0,B20,96,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.5016666666666665,37.0,B20,178,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.5516666666666667,37.0,B20,61,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.6016666666666666,37.0,B20,207,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.651666666666667,37.1,B20,254,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.7016666666666667,37.0,B20,136,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.7516666666666665,37.0,B20,119,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.8016666666666667,37.0,B20,265,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.8516666666666666,37.0,B20,155,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.901666666666667,37.0,B20,153,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.9516666666666667,37.0,B20,222,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.001666666666667,37.0,B20,217,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.051666666666667,37.0,B20,174,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.101666666666667,37.0,B20,191,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.151666666666666,37.0,B20,286,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.201666666666667,37.0,B20,101,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.251666666666667,37.0,B20,121,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.301666666666667,37.0,B20,302,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.351666666666667,37.0,B20,162,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.401666666666666,37.0,B20,197,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.451666666666667,37.0,B20,168,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.501666666666667,37.0,B20,180,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.551666666666667,37.0,B20,259,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.601666666666667,37.0,B20,269,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.651666666666666,37.0,B20,189,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.701666666666667,37.0,B20,201,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.751666666666667,37.0,B20,324,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.801666666666667,37.0,B20,281,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.851666666666667,37.0,B20,161,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.901666666666666,37.0,B20,238,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.951666666666667,37.0,B20,334,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.001666666666667,37.0,B20,310,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.051666666666667,37.0,B20,368,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.101666666666667,37.0,B20,288,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.151666666666666,37.0,B20,387,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.201666666666667,37.0,B20,537,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.251666666666667,37.0,B20,388,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.301666666666667,37.0,B20,367,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.351666666666667,37.0,B20,545,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.401666666666666,37.0,B20,564,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.451666666666667,37.0,B20,400,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.501666666666667,37.0,B20,552,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.551666666666667,37.0,B20,398,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.601666666666667,37.1,B20,498,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.651666666666666,37.0,B20,493,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.701666666666667,37.0,B20,473,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.751666666666667,37.1,B20,561,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.801666666666667,37.0,B20,641,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.851666666666667,37.0,B20,497,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.901666666666666,37.0,B20,357,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.951666666666667,37.0,B20,480,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.001666666666667,37.0,B20,279,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.051666666666667,37.0,B20,316,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.101666666666667,37.0,B20,629,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.151666666666666,37.0,B20,629,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.201666666666667,37.0,B20,674,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.251666666666667,37.0,B20,452,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.301666666666667,37.0,B20,562,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.351666666666667,37.0,B20,574,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.401666666666666,37.0,B20,542,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.451666666666667,37.1,B20,574,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.501666666666667,37.0,B20,454,none,0.0,0.0,0.0,2023.07.28,PURExpress
6.551666666666667,37.0,B20,694,none,0.0,0.0,0.0,2023.07.28,PURExpress
