Time,Temp C,well,value,rna,conc_stock,vol_nL,conc,date,systems
0.0033333333333333335,37.0,B20,20,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.05333333333333334,37.0,B20,14,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.10333333333333333,37.0,B20,13,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.15333333333333332,37.0,B20,18,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.20333333333333334,37.0,B20,14,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.25333333333333335,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.30333333333333334,37.0,B20,18,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.35333333333333333,37.0,B20,26,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.4033333333333333,37.0,B20,15,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.4533333333333333,37.0,B20,19,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.5033333333333333,37.0,B20,26,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.5533333333333333,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.6033333333333334,37.0,B20,19,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.6533333333333333,37.0,B20,21,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.7033333333333334,37.0,B20,21,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.7533333333333333,37.0,B20,18,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.8033333333333333,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.8533333333333334,37.0,B20,21,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.9033333333333333,37.0,B20,19,none,0.0,0.0,0.0,2023.07.28,PURExpress
0.9533333333333334,37.0,B20,21,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.0033333333333334,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.0533333333333332,37.0,B20,17,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.1033333333333333,37.0,B20,26,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.1533333333333333,37.0,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.2033333333333334,37.0,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.2533333333333334,37.0,B20,23,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.3033333333333332,37.0,B20,18,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.3533333333333333,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.4033333333333333,37.0,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.4533333333333334,37.0,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.5033333333333334,37.0,B20,18,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.5533333333333332,37.0,B20,18,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.6033333333333333,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.6533333333333333,37.0,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.7033333333333334,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.7533333333333334,37.0,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.8033333333333332,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.8533333333333333,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.9033333333333333,37.0,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
1.9533333333333334,37.0,B20,18,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.0033333333333334,37.0,B20,19,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.0533333333333332,36.9,B20,19,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.1033333333333335,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.1533333333333333,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.203333333333333,37.0,B20,26,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.2533333333333334,36.9,B20,23,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.3033333333333332,37.1,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.3533333333333335,37.0,B20,18,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.4033333333333333,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.453333333333333,37.0,B20,34,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.5033333333333334,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.5533333333333332,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.6033333333333335,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.6533333333333333,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.703333333333333,37.0,B20,31,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.7533333333333334,37.0,B20,20,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.8033333333333332,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.8533333333333335,37.0,B20,26,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.9033333333333333,36.9,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
2.953333333333333,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.0033333333333334,37.0,B20,21,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.0533333333333332,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.1033333333333335,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.1533333333333333,37.0,B20,23,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.203333333333333,37.0,B20,20,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.2533333333333334,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.3033333333333332,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.3533333333333335,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.4033333333333333,37.0,B20,27,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.453333333333333,37.0,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.5033333333333334,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.5533333333333332,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.6033333333333335,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.6533333333333333,37.0,B20,26,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.703333333333333,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.7533333333333334,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.8033333333333332,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.8533333333333335,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.9033333333333333,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
3.953333333333333,37.0,B20,30,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.003333333333333,37.0,B20,30,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.053333333333334,37.1,B20,29,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.1033333333333335,37.0,B20,31,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.153333333333333,37.0,B20,30,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.203333333333333,37.0,B20,27,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.253333333333333,37.0,B20,24,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.303333333333334,37.0,B20,30,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.3533333333333335,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.403333333333333,37.0,B20,32,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.453333333333333,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.503333333333333,37.0,B20,25,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.553333333333334,37.0,B20,22,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.6033333333333335,37.0,B20,31,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.653333333333333,36.9,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.703333333333333,37.0,B20,33,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.753333333333333,37.0,B20,31,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.803333333333334,37.0,B20,33,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.8533333333333335,37.0,B20,29,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.903333333333333,37.0,B20,27,none,0.0,0.0,0.0,2023.07.28,PURExpress
4.953333333333333,37.0,B20,35,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.003333333333333,37.0,B20,30,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.053333333333334,37.1,B20,27,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.1033333333333335,37.0,B20,30,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.153333333333333,37.0,B20,30,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.203333333333333,37.0,B20,27,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.253333333333333,37.0,B20,35,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.303333333333334,37.0,B20,34,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.3533333333333335,37.0,B20,28,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.403333333333333,37.0,B20,36,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.453333333333333,37.0,B20,35,none,0.0,0.0,0.0,2023.07.28,PURExpress
5.503333333333333,37.0,B20,33,none,0.0,0.0,0.0,2023.07.28,PURExpress
